"","i","v","f","one","two","T"
"362",2404,59827,10,"AJH","AMJHY","AM J HYPERTENS"
"363",6855,64278,1,"AJH","AMJHY","AM J HYG"
"364",6011,63434,1,"AJH","ANJHU","ANTHROPOL-INT J HUM"
"365",3209,60632,1,"AJH","ARJHU","ARAB J HUMANITIES"
"366",5785,63208,2,"AJHB","AMJHEBE","AM J HEALTH BEHAV"
"367",129,57552,40,"AJHB","AMJHUBI","AM J HUM BIOL"
"368",3379,60802,6,"AJHG","AMJHUGE","AM J HUM GENET"
"369",6111,63534,5,"AJHP","AMJHEPR","AM J HEALTH PROMOT"
"370",4701,62124,1,"AJHP","AMJHOPH","AM J HOSP PHARM"
"371",3411,60834,1,"AJHS","AFJHESC","AFR J HEALTH SCI"
"372",3962,61385,3,"AJIM","AMJINME","AM J IND MED"
"373",6590,64013,1,"AJKD","AMJKIDI","AM J KIDNEY DIS"
"374",3225,60648,67,"AJKS","AMJKNSU","AM J KNEE SURG"
"375",751,58174,13,"AJLM","AMJLIME","AM J LIFESTYLE MED"
"376",2216,59639,1,"AJLR","AUJLERE","AUSTR J LEISURE RECR"
"377",1590,59013,5,"AJM","AMJME","AM J MED"
"378",3877,61300,1,"AJM","ASJMU","ASIAN J MULTIDISCIPL"
"379",4586,62009,2,"AJM","AUJMA","AUSTRALASIAN J MARKE"
"380",4755,62178,1,"AJMD","AMJMEDE","AM J MENT DEF"
"381",5422,62845,1,"AJMMS","AFJMEMESC","AFR J MED MED SCI"
"382",5259,62682,1,"AJMMS","AMJMEMESC","AM J MED MED SCI"
"383",878,58301,0,"AJMR","AFJMIRE","AFR J MICROBIOL RES"
"384",2625,60048,7,"AJMS","AMJMESC","AM J MED SCI"
"385",1754,59177,1,"AJN","AMJNE","AM J NEPHROL"
"386",4396,61819,4,"AJN","AMJNE","AM J NEURORADIOL"
"387",3698,61121,1,"AJNMM","AMJNUMEMO","AM J NUCL MED MOLEC"
"388",1614,59037,29,"AJO(MN","AMJOR(BMENJ","AM J ORTHOP (BELLE MEAD NJ)"
"389",3824,61247,3,"AJO","AMJOP","AM J OPHTHALMOL"
"390",6774,64197,2,"AJO","AMJOT","AM J OTOL"
"391",6770,64193,1,"AJOAAA","AMJOPARAMA","AMER J OPT ARCH AM A"
"392",6503,63926,1,"AJOBM","AMJORBEME","AM J ORTHOP BELLE ME"
"393",6508,63931,1,"AJOCN","AMJOOFCLNU","AMERICAN JOURNAL OF CLINICAL NUTRITION"
"394",6653,64076,2,"AJOD","AMJORDE","AM J ORTHOD DENTOFAC"
"395",5933,63356,1,"AJOD","AUJOOFDE","AUSTRALASIAN JOURNAL OF DERMATOLOGY"
"396",2338,59761,17,"AJOG","AMJOBGY","AM J OBSTET GYNECOL"
"397",6382,63805,1,"AJOHB","AMJOOFHUBI","AMERICAN JOURNAL OF HUMAN BIOLOGY"
"398",2190,59613,1,"AJOMAMS","AFJOOFMEANMESC","AFRICAN JOURNAL OF MEDICINE AND MEDICAL SCIENCES"
"399",2891,60314,1,"AJONAE","ARJOOFNUANEX","ARAB JOURNAL OF NUTRITION AND EXERCISE"
"400",5919,63342,1,"AJOPO","AMJOPPHOP","AM J OPTOM PHYS OPT"
"401",2892,60315,1,"AJOSM","ASJOOFSPME","ASIAN JOURNAL OF SPORTS MEDICINE"
"402",1923,59346,10,"AJOT","AMJOCTH","AM J OCCUP THER"
"403",6417,63840,1,"AJP","AMJPA","AM J PATHOL"
"404",831,58254,28,"AJP","AMJPH","AM J PHYSIOL"
"405",1508,58931,13,"AJP","AMJPH","AM J PHYS"
"406",3162,60585,1,"AJP","AMJPH","AM J PHYSIOLREGULING"
"407",4705,62128,1,"AJP","AMJPH","AM J PHYSIOL-RENAL"
"408",273,57696,4,"AJP","AMJPS","AM J PSYCHIAT"
"409",484,57907,9,"AJP","AMJPS","AM J PSYCHOL"
"410",1618,59041,22,"AJP","AUJPH","AUST J PHYSIOTHER"
"411",3789,61212,4,"AJP","AUJPS","AUST J PSYCHOL"
"412",387,57810,20,"AJPA","AMJPHAN","AM J PHYS ANTHROPOL"
"413",390,57813,1,"AJPA","AMJPHAN","AM J PHYS ANTHROP-NE"
"414",239,57662,23,"AJPC","AMJPHC","AM J PHYSIOL-HEART C"
"415",5376,62799,1,"AJPC","AMJPHC","AM J PHYSIOL-LUNG C"
"416",3881,61304,1,"AJPE","AFJPHED","AFRICAN J PHYS ED"
"417",5954,63377,1,"AJPE","AUJPHED","AUST J PHYS ED"
"418",3916,61339,2,"AJPER","AFJPHEDRE","AFRICAN J PHYS ED RE"
"419",3016,60439,1,"AJPES","ARJPHEDSP","ARTIC J PHYS ED SPOR"
"420",2468,59891,3,"AJPH","AFJPHHL","AFRICAN J PHYS HLTH"
"421",1811,59234,32,"AJPH","AMJPUHE","AM J PUBLIC HEALTH"
"422",5992,63415,1,"AJPHN","AMJPUHEN","AM J PUBLIC HEALTH N"
"423",1153,58576,31,"AJPI","AMJPHI","AM J PHYSIOL-REG I"
"424",2386,59809,1,"AJPL","AMJPHL","AM J PHYSIOL-GASTR L"
"425",1130,58553,28,"AJPM","AMJPHM","AM J PHYSIOL-ENDOC M"
"426",880,58303,40,"AJPM","AMJPRME","AM J PREV MED"
"427",1633,59056,25,"AJPMR","AMJPHMERE","AM J PHYS MED REHAB"
"428",1721,59144,1,"AJPP","AFJPHPH","AFR J PHARM PHARMACO"
"429",3121,60544,4,"AJPP","AMJPHPH","AM J PHYSIOL-CELL PH"
"430",480,57903,3,"AJPS","AMJPOSC","AM J POLIT SCI"
"431",218,57641,31,"AJR","AMJRO","AM J ROENTGENOL"
"432",995,58418,1,"AJRBEM","ASJREBUECM","ASIAN J RES BUS EC M"
"433",3174,60597,7,"AJRCC","AMJRECRCA","AM J RESP CRIT CARE"
"434",5994,63417,1,"AJRH","AUJRUHE","AUST J RURAL HEALTH"
"435",448,57871,3,"AJRR","AMJRORA","AMER J ROENTGENOL RA"
"436",478,57901,24,"AJS","AMJSO","AM J SOCIOL"
"437",1647,59070,4,"AJS","AMJSU","AM J SURG"
"438",6442,63865,1,"AJSI","AUJSOIS","AUST J SOC ISSUES"
"439",51,57474,138,"AJSM","AMJSPME","AM J SPORTS MED"
"440",81,57504,11837,"AJSM","AMJSPME","AM J SPORT MED"
"441",89,57512,85,"AJSM","ASJSPME","ASIAN J SPORTS MED"
"442",3911,61334,5,"AJSM","ASJSPME","ASIA-PAC J SPORT MED"
"443",5287,62710,2,"AJSM","AUJSCME","AUSTR J SCI MED"
"444",2898,60321,2,"AJSM","AUJSPME","AUST J SPORTS MED"
"445",5419,62842,1,"AJSM","AUJSPME","AUST J SPORT MED"
"446",231,57654,15,"AJSMS","AUJSCMESP","AUSTR J SCI MED SPOR"
"447",1409,58832,52,"AJSMS","AUJSCMESP","AUST J SCI MED SPORT"
"448",4041,61464,1,"AJSP","AMJSUPA","AM J SURG PATHOL"
"449",458,57881,16,"AJSS","AMJSPSC","AM J SPORTS SCI"
"450",2585,60008,1,"AJSS","ASJSPSC","ASSIUT J SPORTS SCI"
"451",6320,63743,2,"AJSS","AUJSPSC","AUSTR J SPORT SCI"
"452",1970,59393,2,"AJSSM","AMJSPSCME","AM J SPORTS SCI MED"
"453",416,57839,2,"AJTE","AUJTEED","AUST J TEACH EDUC"
"454",4805,62228,2,"AJVR","AMJVERE","AM J VET RES"
"455",658,58081,16,"AK","ACKI","ACTA KINESIOL"
"456",706,58129,12,"AK","ACKI","ACTA KINESIOLOGICA"
"457",2679,60102,1,"AK","ACKY","ACTA KYNESIOL"
"458",5066,62489,1,"AK","ANKI","ANN KINESITHER"
"459",1140,58563,8,"AKU","ACKIU","ACTA KINESIOLOGIAE U"
"460",6830,64253,1,"AKUT","ACKIUTA","ACTA KINESIOL U TART"
"461",6411,63834,1,"AL","APLI","APPL LINGUIST"
"462",3581,61004,1,"ALA","ATLAAN","ATLA-ALTERN LAB ANIM"
"463",5146,62569,1,"ALB","ADLEBE","ADV LEARNING BEHAVIO"
"464",6514,63937,1,"ALH","ACLIHA","ACTA LINGUIST HAFNIE"
"465",6516,63939,1,"ALH","ACLIHU","ACTA LINGUIST HUNGAR"
"466",5902,63325,1,"ALIS","ANLIINST","ANN LIBR INF STUD"
"467",5309,62732,3,"ALR","ANLERE","ANN LEIS RES"
"468",1766,59189,2,"ALS","AMLASC","AMYOTROPH LATERAL SC"
"469",6421,63844,2,"AM(","APMA(I","APPL MATH (IRVINE)"
"470",3954,61377,1,"AM(K","ACME(HKR","ACTA MEDICA (HRADEC KRALOVE)"
"471",4208,61631,1,"AM","ACME","ACAD MED"
"472",4800,62223,1,"AM","ACME","ACUPUNCT MED"
"473",2526,59949,1,"AM","ACMO","ACCION MOTRIZ"
"474",4793,62216,1,"AM","ADME","ADOLESC MED"
"475",6853,64276,1,"AM","AEME","AEROSPACE MED"
"476",6694,64117,1,"AM","AGMA","AGING MALE"
"477",5455,62878,1,"AM","AIMI","AIMS MICROBIOL"
"478",1711,59134,1,"AM","ANME","ANN MED"
"479",3262,60685,1,"AM","ANME","ANN MED-PSYCHOL"
"480",6259,63682,1,"AM","ARME","ARCHIVOS MED"
"481",1357,58780,1,"AM","ARMO","ARQUIVOS MOVIMENTO"
"482",1391,58814,3,"AM","ARMO","ARQ MOV"
"483",6025,63448,1,"AM","ARMO","ARQUIVO MOVIMENTO"
"484",5126,62549,1,"AM","ASMA","ASSU MAGAZINE"
"485",454,57877,6,"AM","AVME","AVANCES MED"
"486",1577,59000,1,"AM","AVME","AV MED"
"487",4980,62403,2,"AMA","ACMAAN","ACAD MANAG ANN"
"488",6270,63693,4,"AMA","ACMEAD","ACTA MED-HIST ADRIAT"
"489",3167,60590,3,"AMA","ADMOA","ADV MOTIV A"
"490",2802,60225,3,"AMA","ADMOAC","ADV MOTIVATION ACHIE"
"491",3141,60564,3,"AMC","ACMECR","ACTA MEDICA CROATICA"
"492",2884,60307,1,"AMCV","ARMACOVA","ARCH MAL COEUR VAISS"
"493",664,58087,21,"AMD","ARMEDE","ARCH MED DEPORTE"
"494",1203,58626,5,"AMD","ARMEDE","ARCH MED DEPORT"
"495",2142,59565,1,"AMD","ARMEDE","ARCH MED DEP"
"496",5188,62611,1,"AMD","ARMEDE","ARCHIV MED DEPORTE"
"497",3165,60588,1,"AMDR","ARMEDERE","ARCH MED DEPORTE REV"
"498",3757,61180,1,"AMDRA","ADMODEREAM","ADV MOTOR DEV RES AM"
"499",121,57544,6,"AME","APMEES","APUNTS MED ESPORT"
"500",1616,59039,1,"AME","APMEES","APUNT MED ESPORT"
"501",2680,60103,3,"AMEBF","ANMEEXBIFE","ANN MED EXP BIOL FEN"
"502",6470,63893,1,"AMI","ACMEIR","ACTA MEDICA IRANICA"
"503",3459,60882,1,"AMI","ARMEIS","ARTEM MEDENDI ISAGOG"
"504",2529,59952,1,"AMIS","APMAINSC","APPL MATH INFORM SCI"
"505",1857,59280,29,"AMJ","ACMAJ","ACAD MANAGE J"
"506",6211,63634,2,"AMLE","ACMALEED","ACAD MANAG LEARN EDU"
"507",4192,61615,1,"AMM","ACMEME","ACTA MEDICA MEDITERR"
"508",4884,62307,1,"AMM","ACMEME","ACTA MED MEDIANAE"
"509",1466,58889,4,"AMM","AMMAMO","AM MATH MON"
"510",6529,63952,1,"AMM","ANMEME","ANTHR METHODICAL MET"
"511",4564,61987,1,"AMMS","ADMAMASY","ADV MAN MACHINE SYST"
"512",5500,62923,1,"AMMS","ADMEMASC","ADV MECH MACHINE SCI"
"513",5643,63066,2,"AMO","ACMEOK","ACTA MED OKAYAMA"
"514",2304,59727,1,"AMP","ACMAP","ACAD MANAGEMENT P"
"515",5995,63418,2,"AMP","ACMEPO","ACTA MEDICA PORT"
"516",5796,63219,1,"AMPP","ADMEPRPS","ADV METH PRACT PSYCH"
"517",711,58134,9,"AMPU","APMAPAU","APPL MATH PALACKY U"
"518",1374,58797,20,"AMR","ACMARE","ACAD MANAGE REV"
"519",5062,62485,1,"AMR","APMURE","APPL MULTIVARIATE RE"
"520",6081,63504,1,"AMR","ARMERE","ARCH MED RES"
"521",4970,62393,1,"AMR","ARMOR","ARQUIVOS MOVIMENTO R"
"522",6255,63678,1,"AMRHAD","ANMAREHEANDY","ANDROLOGY: MALE REPRODUCTIVE HEALTH AND DYSFUNCTION"
"523",6098,63521,1,"AMS","ACMESC","ACTA MED SCAND"
"524",5883,63306,1,"AMS","ADMOSC","ADV MOTIV SCI"
"525",2655,60078,2,"AMS","ADMOSP","ADV MOTIVATION SPORT"
"526",6815,64238,2,"AMS","ANMAST","ANN MATH STAT"
"527",4260,61683,2,"AMS","ARMESC","ARCH MED SCI"
"528",2605,60028,1,"AMTR","ACMOTURE","ACCION MOTRIZ TU REV"
"529",2948,60371,2,"AMUJ","ARMEUJ","ARAK MED U J"
"530",4155,61578,1,"AN","ACNE","ACTA NEUROPATHOL"
"531",4398,61821,1,"AN","ACNE","ACTA NEUROCHIR"
"532",6044,63467,1,"AN","ACNE","ACTA NEUROPSYCHIATR"
"533",4138,61561,2,"AN","ADNE","ADV NEUROL"
"534",2173,59596,4,"AN","ADNU","ADV NUTR"
"535",4392,61815,3,"AN","AKNE","AKTUEL NEUROL"
"536",1765,59188,12,"AN","ANNE","ANN NEUROL"
"537",1600,59023,12,"AN","ANNO","ANTHROPOL NOTEB"
"538",3539,60962,1,"AN","ANNO","ANTHR NOTEB"
"539",2401,59824,1,"AN","ANNU","ANIM NUTR"
"540",5634,63057,2,"AN","APNE","APPL NEUROPSYCHOL"
"541",2664,60087,12,"AN","ARNE","ARCH NEUROL-CHICAGO"
"542",2796,60219,6,"AN","AUNE","AUTON NEUROSCI-BASIC"
"543",271,57694,32,"ANAS","ANNYACSC","ANN NY ACAD SCI"
"544",4389,61812,1,"ANB","ACNEBE","ACTA NEUROL BELG"
"545",3012,60435,1,"ANCM","ABNUCLM","ABSTRACT NUTR CLIN M"
"546",2273,59696,1,"ANE","ACNEEX","ACTA NEUROBIOL EXP"
"547",2191,59614,1,"ANE","ANNOEL","ANN NONINVAS ELECTRO"
"548",2178,59601,1,"ANJM","AUNZJME","AUST NZ J MED"
"549",5914,63337,1,"ANJOG","AUNZJOBGY","AUST NZ J OBSTET GYN"
"550",2572,59995,6,"ANJPH","AUNZJPUHE","AUST NZ J PUBL HEAL"
"551",4418,61841,2,"ANJS","AUNZJSU","AUST NZ J SURG"
"552",2619,60042,14,"ANM","ANNUME","ANN NUTR METAB"
"553",6773,64196,1,"ANP","ARNEPS","ARCH NEURO PSYCHIATR"
"554",6704,64127,1,"ANR","ADNURE","ADV NUTR RES"
"555",5568,62991,1,"ANR","APNURE","APPL NURS RES"
"556",5880,63303,1,"ANR","ASNURE","ASIAN NURS RES"
"557",4819,62242,1,"ANS","ACNESC","ACTA NEUROL SCAND"
"558",6321,63744,1,"ANS","ACNESU","ACTIV NERV SUPER"
"559",3991,61414,4,"ANYAS","ANNYACSC","ANN N Y ACAD SCI"
"560",4175,61598,5,"AO","ACOP","ACTA OPHTHALMOL"
"561",3131,60554,19,"AO","ACOR","ACTA ORTHOP"
"562",4531,61954,2,"AO","ACOT","ACTA OTO-LARYNGOL"
"563",2487,59910,1,"AO","ANON","ANN ONCOL"
"564",5629,63052,2,"AO","ANOR","ANGLE ORTHOD"
"565",1639,59062,1,"AO","AROR","ARTIF ORGANS"
"566",3524,60947,2,"AO","AROT","ARCH OTOLARYNGOL"
"567",2798,60221,9,"AOB","ACORBE","ACTA ORTHOP BELG"
"568",88,57511,1,"AOB","ACORBR","ACTA ORTOP. BRAS."
"569",93,57516,8,"AOB","ACORBR","ACTA ORTOP BRAS"
"570",3270,60693,2,"AOB","ARORBI","ARCH ORAL BIOL"
"571",4846,62269,1,"AOG","ACOBGY","ACTA OBSTET GYNECOL"
"572",3481,60904,12,"AOGS","ACOBGYSC","ACTA OBSTET GYN SCAN"
"573",4777,62200,1,"AOI","ACOTIT","ACTA OTORHINOLARYNGOL ITAL"
"574",5840,63263,1,"AOJ","AMORJ","AM ORTHOPT J"
"575",6426,63849,1,"AOM","ACORME","ACTA ORTOP. MEX"
"576",2421,59844,12,"AOPARM","ANOFPHANREME","ANNALS OF PHYSICAL AND REHABILITATION MEDICINE"
"577",3404,60827,3,"AOPMAR","AROFPHMEANRE","ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION"
"578",1462,58885,10,"AOR","ANOPRE","ANN OPER RES"
"579",1021,58444,9,"AOS","ACODSC","ACTA ODONTOL SCAND"
"580",5602,63025,1,"AOS","ACOPSC","ACTA OPHTHALMOL SCAN"
"581",311,57734,110,"AOS","ACORSC","ACTA ORTHOP SCAND"
"582",5122,62545,1,"AOS","ACORSO","ACCOUNT ORG SOC"
"583",6063,63486,2,"AOSS","ACORSCS","ACTA ORTHOP SCAND S"
"584",1510,58933,3,"AOSS","ACORSCSU","ACTA ORTHOP SCAND SUPPL"
"585",24,57447,4,"AOT","ACORTR","ACTA ORTHOP TRAUMATO"
"586",4585,62008,1,"AOTR","ANOFTORE","ANNALS OF TOURISM RESEARCH"
"587",2464,59887,1,"AOTS","ARORTRS","ARCH ORTHOP TRAUMA S"
"588",326,57749,303,"AOTS","ARORTRSU","ARCH ORTHOP TRAUM SU"
"589",2893,60316,1,"AP","AAPR","AASRI PROC"
"590",203,57626,30,"AP","ACPA","ACTA PAEDIATR"
"591",1133,58556,17,"AP","ACPH","ACTA PHYSIOL"
"592",4452,61875,1,"AP","ACPH","ACTA PHYSL"
"593",1342,58765,5,"AP","ACPS","ACCION PSICOL"
"594",1563,58986,90,"AP","ACPS","ACTA PSYCHOL"
"595",6278,63701,1,"AP","ACPS","ACCION PSICOLOGICA"
"596",5517,62940,3,"AP","ADPH","ADV PHYSIOTHER"
"597",4226,61649,1,"AP","ADPS","ADV PSYCHOL"
"598",3293,60716,1,"AP","AIPR","AI PRACTITIONER"
"599",2618,60041,0,"AP","ALPS","ALPHA PSYCHIAT"
"600",5650,63073,1,"AP","AMPE","AMBUL PEDIATR"
"601",821,58244,75,"AP","AMPS","AM PSYCHOL"
"602",4455,61878,1,"AP","ANPR","ANN PROBAB"
"603",71,57494,8,"AP","ANPS","ANALES PSICOLOGIA"
"604",160,57583,65,"AP","ANPS","AN PSICOL-SPAIN"
"605",2654,60077,3,"AP","ANPS","ANÃ¡. PSICOLÃ³GICA"
"606",3196,60619,0,"AP","ANPS","ANU PSICOL"
"607",3510,60933,1,"AP","ANPS","ANAL PSICOLOG"
"608",3876,61299,3,"AP","ANPS","ANAL PSICOL"
"609",5130,62553,2,"AP","ANPS","ANN PSYCHOL"
"610",1194,58617,4,"AP","APPS","APUNTES PSICOLOGIA"
"611",2861,60284,2,"AP","ARPE","ARCH PEDIATRIE"
"612",6504,63927,1,"AP","ARPH","ARCH PHYSIOTHER"
"613",4075,61498,2,"AP","ATPE","ATTENTION PERFORM"
"614",3688,61111,1,"AP","ATPR","ATEN PRIM"
"615",2280,59703,1,"AP","ATPS","ATHLITIKI PSYCHOL"
"616",4923,62346,1,"AP","AUPH","AUSTR PHYSIOTHERAPY"
"617",4360,61783,2,"AP","AUPR","AUST PRESCR"
"618",4765,62188,1,"AP","AUPS","AUSTR PSYCHOL"
"619",5784,63207,1,"AP","AVPS","AVALIACAO PSICOLOGIC"
"620",4623,62046,1,"APA","ADPHAC","ADAPTED PHYS ACTIVIT"
"621",5671,63094,1,"APA","ADPHAC","ADAPTED PHYSICAL ACT"
"622",1692,59115,0,"APACS","ABPAAMCHS","ABSTR PAP AM CHEM S"
"623",5746,63169,1,"APAH","AVPSAPH","AVIAT PSYCHOL APPL H"
"624",624,58047,90,"APAM","ARPEADME","ARCH PEDIAT ADOL MED"
"625",143,57566,25,"APAQ","ADPHACQ","ADAPT PHYS ACT Q"
"626",391,57814,3,"APB","ACPABE","ACTA PAEDIATR BELG"
"627",4056,61479,2,"APB","APPSBI","APPL PSYCHOPHYS BIOF"
"628",674,58097,4,"APE","ADPHED","ADV PHYS ED"
"629",3073,60496,3,"APE","ADPHED","ADV PHYSIOL EDUC"
"630",6106,63529,1,"APE","ADPHED","ADV PHY ED"
"631",6836,64259,1,"APER","AMPHEDRE","AM PHYS ED REV"
"632",2496,59919,2,"APES","APPHEDSP","APUNTS PHYS ED SPORT"
"633",4651,62074,2,"APESI","ANPHEDSPI","ANAL PHYS ED SPORT I"
"634",1835,59258,9,"APH","ACPHHU","ACTA PHYSIOL HUNG"
"635",2996,60419,3,"APH","ACPHHU","ACTA PHYSIOLOGICA HUNGARICA"
"636",6448,63871,1,"APH","ACPHHU","ACTA PHYSL HUNG"
"637",757,58180,6,"APH","AIPUHE","AIMS PUBLIC HEALTH"
"638",4195,61618,1,"APJCN","ASPAJCLNU","ASIA PAC J CLIN NUTR"
"639",5512,62935,1,"APJCP","ASPAJCAPR","ASIAN PAC J CANCER PREV"
"640",5082,62505,1,"APJOSASS","ASPAJOOFSPANSOSC","ASIA PACIFIC JOURNAL OF SPORT AND SOCIAL SCIENCE"
"641",3117,60540,2,"APJOTB","ASPAJOOFTRBI","ASIAN PACIFIC JOURNAL OF TROPICAL BIOMEDICINE"
"642",4562,61985,1,"APJSM","ASPAJSPME","ASIA PAC J SPORTS ME"
"643",2239,59662,3,"APM","ANPHME","ANN PHYS MED"
"644",1865,59288,6,"APM","APPSME","APPL PSYCH MEAS"
"645",175,57598,2,"APMAR","ARPHMEANRE","ARCH PHYS MED AND REHABIL"
"646",3864,61287,1,"APMH","ADPOMEHL","ADM POLICY MENT HLTH"
"647",173,57596,196,"APMR","ARPHMERE","ARCH PHYS MED REHAB"
"648",2841,60264,8,"APMR","ARPHMERE","ARCH PHYS MED REHABIL"
"649",5383,62806,1,"APN","ARPSNE","ARCH PSYCHIAT NERVEN"
"650",836,58259,100,"APNM","APPHNUME","APPL PHYSIOL NUTR ME"
"651",3277,60700,1,"APP","ACPHPO","ACTA PHYSIOL POL"
"652",4811,62234,1,"APP","ACPHPO","ACTA PHYSL POL"
"653",3480,60903,1,"APP","ACPOPH","ACTA POL PHARM"
"654",2111,59534,1,"APP","APPRP","APPLIED PREVENTIVE P"
"655",380,57803,43,"APP","ATPEPS","ATTEN PERCEPT PSYCHO"
"656",1078,58501,5,"APR","APPSRE","APPL PSYCHOL-INT REV"
"657",1900,59323,3,"APS","ACPASC","ACTA PAEDIATR SCAND"
"658",433,57856,137,"APS","ACPHSC","ACTA PHYSIOL SCAND"
"659",4002,61425,5,"APS","ACPHSC","ACTA PHYSL SCAND"
"660",2665,60088,2,"APS","ACPSSC","ACTA PSYCHIAT SCAND"
"661",3851,61274,2,"APS","ADPESP","ADV PEDIATRIC SPORT"
"662",5097,62520,1,"APS","ANPLSU","ANN PLAS SURG"
"663",3861,61284,1,"APSR","AMPOSCRE","AM POLIT SCI REV"
"664",1806,59229,1,"APSS","ACPHSCS","ACTA PHYSL SCAND S"
"665",3059,60482,1,"APSS","ACPHSCS2","ACTA PHYSL SCAND S2"
"666",1795,59218,17,"APSS","ACPHSCSU","ACTA PHYSIOL SCAND SUPPL"
"667",4346,61769,1,"APW","APPSWE","APPL PSYCHOL-HLTH WE"
"668",3400,60823,6,"AR","ACRA","ACTA RADIOL"
"669",1856,59279,1,"AR","ACRE","ACCOUNT REV"
"670",2663,60086,1,"AR","ADRE","ADV REHAB"
"671",5685,63108,1,"AR","AMRE","AMS REV"
"672",901,58324,6,"AR","ANRE","ANXIETY RES"
"673",5452,62875,2,"AR","ANRE","ANAT RECORD"
"674",6524,63947,1,"AR","ANRE","ANTICANCER RES"
"675",4796,62219,1,"AR","APRA","APPL RADIOL"
"676",5276,62699,1,"AR","APRE","APSA REV"
"677",3619,61042,2,"AR","ARRE","ARTERY RES"
"678",3852,61275,1,"AR","ARRE","ARENA REVIEW"
"679",316,57739,13,"AR","ARRH","ARTHRIT RHEUM-ARTHR"
"680",317,57740,32,"AR","ARRH","ARTHRITIS RHEUM"
"681",2565,59988,117,"AR","ARRH","ARTHRITIS RHEUM-US"
"682",4367,61790,2,"AR","AURA","AUSTRALAS RADIOL"
"683",6166,63589,1,"AR","AURE","AUTOIMMUN REV"
"684",2768,60191,1,"ARA","ANREAN","ANNU REV ANTHROPOL"
"685",6404,63827,1,"ARAL","ANREAPLI","ANNU REV APPL LINGUI"
"686",2098,59521,2,"ARB","ANREBI","ANNU REV BIOCHEM"
"687",5112,62535,2,"ARBE","ANREBIEN","ANNU REV BIOMED ENG"
"688",6807,64230,1,"ARC","AGRECH","AGE RELATED CHANGES"
"689",3098,60521,5,"ARCA","APRECOAT","APPL RES COACHING AT"
"690",4429,61852,1,"ARCP","ANRECLPS","ANNU REV CLIN PSYCHO"
"691",4218,61641,1,"ARCS","ANROCOSU","ANN ROY COLL SURG"
"692",314,57737,63,"ARD","ANRHDI","ANN RHEUM DIS"
"693",1858,59281,1,"ARE","ANREEC","ANNU REV ECON"
"694",4354,61777,1,"ARF","ADREFO","ADOLESCERE REV FORM"
"695",5010,62433,1,"ARGG","ANREGEGE","ANNU REV GERONTOL GERIATR"
"696",3862,61285,1,"ARHP","ANREHIPE","ANN REV HIGH PERFORM"
"697",3017,60440,1,"ARI","APRAIS","APPL RADIAT ISOTOPES"
"698",6381,63804,1,"ARIS","ANREINSC","ANNU REV INFORM SCI"
"699",1547,58970,4,"ARM","ANREME","ANN REHABIL MED-ARM"
"700",3621,61044,2,"ARM","ANREME","ANNU REV MED"
"701",2019,59442,1,"ARMP","ANREMEPH","ANN READAPT MED PHYS"
"702",2125,59548,15,"ARN","ANRENE","ANNU REV NEUROSCI"
"703",104,57527,6,"ARN","ANRENU","ANNU REV NUTR"
"704",4759,62182,2,"AROP","ANREORPS","ANNU REV ORGAN PSYCH"
"705",1808,59231,4,"ARP","ANREPH","ANNU REV PHYSIOL"
"706",3197,60620,1,"ARP","ANREPH","ANNU REV PHARMACOL"
"707",1116,58539,53,"ARP","ANREPS","ANNU REV PSYCHOL"
"708",2543,59966,1,"ARPA","ANREPAA","ANAT REC PART A"
"709",2382,59805,5,"ARPH","ANREPUHE","ANNU REV PUBL HEALTH"
"710",3371,60794,1,"ARPM","ANREPHME","ANN READAPT PHYS MED"
"711",2514,59937,2,"ARQL","APREQULI","APPL RES QUAL LIFE"
"712",3393,60816,4,"ARR","AGRERE","AGEING RES REV"
"713",1809,59232,3,"ARRD","AMREREDI","AM REV RESPIR DIS"
"714",4462,61885,2,"ARS","ANRESC","ANN REGIONAL SCI"
"715",4571,61994,3,"ARS","ANRESI","ANTIOXID REDOX SIGN"
"716",653,58076,9,"ARS","ANRESO","ANNU REV SOCIOL"
"717",5039,62462,1,"ARS","APRESP","APPL RESEARCHES SPOR"
"718",5079,62502,1,"ARSA","ANRESTAP","ANNU REV STAT APPL"
"719",5045,62468,1,"ARSM","APRESPMA","APPL RES SPORTS MANA"
"720",4579,62002,1,"ARSS","ACRESCSO","ACTES RECH SCI SOC"
"721",3314,60737,1,"ART","ARRETH","ARTHRITIS RES THER"
"722",2986,60409,2,"ARVS","ANREVISC","ANNU REV VIS SCI"
"723",4296,61719,3,"AS","ACSO","ACTA SOCIOL"
"724",984,58407,0,"AS","AMSC","AMBIENT SCI"
"725",2477,59900,3,"AS","AMSC","AM SCI"
"726",2596,60019,1,"AS","AMSO","AM SOCIOL"
"727",147,57570,16,"AS","AMST","AM STAT"
"728",3498,60921,1,"AS","AMST","AM STANDARD"
"729",5324,62747,2,"AS","AMSU","AM SURGEON"
"730",2734,60157,1,"AS","ANSP","ANTRENAMENT SPORTIV"
"731",1869,59292,5,"AS","ANST","ANN STAT"
"732",4272,61695,1,"AS","ANSU","ANN SURG"
"733",662,58085,1,"AS","APSC","APPL SCI"
"734",668,58091,5,"AS","APSC","APPL SCI-BASEL"
"735",6594,64017,1,"AS","APSP","APPL SPECTROSC"
